Best estimate of cooling provided,Negative values,Best estimate of heating provided,Ambient temperature (°C),,,,
 (kWh/h),(kWh/h),(kWh/h),°C,,,,
Cooling,Cooling,Heating ,ODA,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4.027778,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.055556,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.166667,,,,
6,-6,29,4.222223,,,,
6,-6,29,4.222223,,,,
6,-6,29,4.222223,,,,
6,-6,29,4.222223,,,,
6,-6,29,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.222223,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.333334,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,28,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.388889,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.5,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.555556,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,27,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.611111,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.722223,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.777778,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6,-6,26,4.888889,,,,
6.363636364,-6.363636364,26,4.888889,,,,
6.5,-6.5,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.888889,,,,
7,-7,26,4.944445,,,,
7,-7,26,4.944445,,,,
7,-7,26,4.944445,,,,
7,-7,26,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,4.944445,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.055556,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.111112,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.166667,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,25,5.277778,,,,
7,-7,24,5.277778,,,,
7,-7,24,5.277778,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.333334,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.444445,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7,-7,24,5.5,,,,
7.5,-7.5,24,5.5,,,,
7.727272727,-7.727272727,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.5,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.611112,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.666667,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,24,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.722223,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
8,-8,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.833334,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,5.888889,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
9,-9,23,6,,,,
