Best estimate of cooling provided,Negative values,Best estimate of heating provided,Ambient temperature (°C),,,,
 (kWh/h),(kWh/h),(kWh/h),°C,,,,
Cooling,Cooling,Heating ,ODA,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,11,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.500001,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.611112,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,10,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.666667,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,9,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.777778,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.833334,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,8,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,7.88889,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.000001,,,,
13,-13,7,8.055556,,,,
13,-13,7,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.055556,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,6,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.166667,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.222223,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.333334,,,,
13,-13,5,8.38889,,,,
13,-13,5,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.38889,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.500001,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.555556,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,4,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.666667,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13,-13,3,8.722223,,,,
13.18181818,-13.18181818,3,8.722223,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.833334,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,8.88889,,,,
14,-14,3,9.000001,,,,
14,-14,3,9.000001,,,,
14,-14,3,9.000001,,,,
14,-14,3,9.000001,,,,
14,-14,3,9.000001,,,,
14,-14,3,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.000001,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.055556,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.166667,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.222223,,,,
14,-14,2,9.305819,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.333334,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.38889,,,,
14,-14,2,9.500001,,,,
14,-14,2,9.500001,,,,
14,-14,2,9.500001,,,,
14,-14,2,9.500001,,,,
14,-14,2,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.500001,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.555556,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.666667,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.722223,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.777779,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.88889,,,,
14,-14,1,9.944445,,,,
14,-14,1,9.944445,,,,
14,-14,1,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,9.944445,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.055556,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.111112,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14,-14,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.28571429,-14.28571429,0,10.222223,,,,
14.54545455,-14.54545455,0,10.222223,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.277779,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.38889,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.444445,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.555556,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.611112,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.722223,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.777779,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.88889,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
15,-15,0,10.944445,,,,
